date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:48:15	1044/1044	---MC-	200	added ('OK')	text/xml	date:Mon,%2013%20May%202024%2009:18:14%20GMT	https://themeforest.unitedthemes.com/wpversions/brooklyn/demo42/xmlrpc.php?rsd	C:/My%20Web%20Sites/alwise/themeforest.unitedthemes.com/wpversions/brooklyn/demo42/xmlrpc0db0.php	(from https://themeforest.unitedthemes.com/wpversions/brooklyn/demo42/)
14:48:15	1045/1045	---M--	200	added ('OK')	text/xml	etag:%22660f3714-415%22	https://themeforest.unitedthemes.com/wpversions/brooklyn/demo42/wp-includes/wlwmanifest.xml	C:/My%20Web%20Sites/alwise/themeforest.unitedthemes.com/wpversions/brooklyn/demo42/wp-includes/wlwmanifest.xml	(from https://themeforest.unitedthemes.com/wpversions/brooklyn/demo42/)
14:48:15	78304/78304	---MC-	200	added ('OK')	application/json	date:Mon,%2013%20May%202024%2009:18:14%20GMT	https://themeforest.unitedthemes.com/wpversions/brooklyn/demo42/wp-json/	C:/My%20Web%20Sites/alwise/themeforest.unitedthemes.com/wpversions/brooklyn/demo42/wp-json/index.html	(from https://themeforest.unitedthemes.com/wpversions/brooklyn/demo42/)
14:48:15	2532/2532	---MC-	200	added ('OK')	application/json	date:Mon,%2013%20May%202024%2009:18:15%20GMT	https://themeforest.unitedthemes.com/wpversions/brooklyn/demo42/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fthemeforest.unitedthemes.com%2Fwpversions%2Fbrooklyn%2Fdemo42%2F	C:/My%20Web%20Sites/alwise/themeforest.unitedthemes.com/wpversions/brooklyn/demo42/wp-json/oembed/1.0/embed135c.json	(from https://themeforest.unitedthemes.com/wpversions/brooklyn/demo42/)
14:48:16	2654/2654	---MC-	200	added ('OK')	text/xml	date:Mon,%2013%20May%202024%2009:18:15%20GMT	https://themeforest.unitedthemes.com/wpversions/brooklyn/demo42/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fthemeforest.unitedthemes.com%2Fwpversions%2Fbrooklyn%2Fdemo42%2F&format=xml	C:/My%20Web%20Sites/alwise/themeforest.unitedthemes.com/wpversions/brooklyn/demo42/wp-json/oembed/1.0/embed1f81	(from https://themeforest.unitedthemes.com/wpversions/brooklyn/demo42/)
14:48:16	2804/2804	---M--	200	added ('OK')	image/png	etag:%22660f367c-af4%22	https://themeforest.unitedthemes.com/wpversions/brooklyn/demo42/wp-content/themes/brooklyn/images/overlay-pattern.png	C:/My%20Web%20Sites/alwise/themeforest.unitedthemes.com/wpversions/brooklyn/demo42/wp-content/themes/brooklyn/images/overlay-pattern.png	(from https://themeforest.unitedthemes.com/wpversions/brooklyn/demo42/)
14:48:16	940/940	---M--	200	added ('OK')	image/png	etag:%22660f367c-3ac%22	https://themeforest.unitedthemes.com/wpversions/brooklyn/demo42/wp-content/themes/brooklyn/images/overlay-pattern2.png	C:/My%20Web%20Sites/alwise/themeforest.unitedthemes.com/wpversions/brooklyn/demo42/wp-content/themes/brooklyn/images/overlay-pattern2.png	(from https://themeforest.unitedthemes.com/wpversions/brooklyn/demo42/)
14:48:17	2805/2805	---M--	200	added ('OK')	image/png	etag:%22660f367c-af5%22	https://themeforest.unitedthemes.com/wpversions/brooklyn/demo42/wp-content/themes/brooklyn/images/overlay-pattern3.png	C:/My%20Web%20Sites/alwise/themeforest.unitedthemes.com/wpversions/brooklyn/demo42/wp-content/themes/brooklyn/images/overlay-pattern3.png	(from https://themeforest.unitedthemes.com/wpversions/brooklyn/demo42/)
14:48:17	5363/5363	---M--	200	added ('OK')	image/svg+xml	etag:%22660f367c-14f3%22	https://themeforest.unitedthemes.com/wpversions/brooklyn/demo42/wp-content/themes/brooklyn/images/circuit-board-pattern.svg	C:/My%20Web%20Sites/alwise/themeforest.unitedthemes.com/wpversions/brooklyn/demo42/wp-content/themes/brooklyn/images/circuit-board-pattern.svg	(from https://themeforest.unitedthemes.com/wpversions/brooklyn/demo42/)
14:48:18	447463/447463	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2013%20May%202024%2009:18:17%20GMT	https://themeforest.unitedthemes.com/wpversions/brooklyn/demo42/404	C:/My%20Web%20Sites/alwise/themeforest.unitedthemes.com/wpversions/brooklyn/demo42/404	(from https://themeforest.unitedthemes.com/wpversions/brooklyn/demo42/)
14:48:20	494860/494860	---MCZ	200	added ('OK')	text/html	date:Mon,%2013%20May%202024%2009:18:17%20GMT	https://themeforest.unitedthemes.com/wpversions/brooklyn/demo42/example-page-1/	C:/My%20Web%20Sites/alwise/themeforest.unitedthemes.com/wpversions/brooklyn/demo42/example-page-1/index.html	(from https://themeforest.unitedthemes.com/wpversions/brooklyn/demo42/)
14:48:20	487955/487955	---MCZ	200	added ('OK')	text/html	date:Mon,%2013%20May%202024%2009:18:17%20GMT	https://themeforest.unitedthemes.com/wpversions/brooklyn/demo42/example-page-2/	C:/My%20Web%20Sites/alwise/themeforest.unitedthemes.com/wpversions/brooklyn/demo42/example-page-2/index.html	(from https://themeforest.unitedthemes.com/wpversions/brooklyn/demo42/)
14:48:21	494406/494406	---MCZ	200	added ('OK')	text/html	date:Mon,%2013%20May%202024%2009:18:17%20GMT	https://themeforest.unitedthemes.com/wpversions/brooklyn/demo42/example-page-3/	C:/My%20Web%20Sites/alwise/themeforest.unitedthemes.com/wpversions/brooklyn/demo42/example-page-3/index.html	(from https://themeforest.unitedthemes.com/wpversions/brooklyn/demo42/)
14:48:21	501927/501927	---MCZ	200	added ('OK')	text/html	date:Mon,%2013%20May%202024%2009:18:18%20GMT	https://themeforest.unitedthemes.com/wpversions/brooklyn/demo42/example-page-4/	C:/My%20Web%20Sites/alwise/themeforest.unitedthemes.com/wpversions/brooklyn/demo42/example-page-4/index.html	(from https://themeforest.unitedthemes.com/wpversions/brooklyn/demo42/)
14:48:21	169/169	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2013%20May%202024%2009:18:20%20GMT	http://themeforest.unitedthemes.com/wpversions/brooklyn/demo42/wp-content/plugins/revslider/public/assets/assets/dummy.png	C:/My%20Web%20Sites/alwise/themeforest.unitedthemes.com/wpversions/brooklyn/demo42/wp-content/plugins/revslider/public/assets/assets/dummy.1f.delayed	(from https://themeforest.unitedthemes.com/wpversions/brooklyn/demo42/)
14:48:22	507920/507920	---MCZ	200	added ('OK')	text/html	date:Mon,%2013%20May%202024%2009:18:21%20GMT	https://themeforest.unitedthemes.com/wpversions/brooklyn/demo42/example-page-7/	C:/My%20Web%20Sites/alwise/themeforest.unitedthemes.com/wpversions/brooklyn/demo42/example-page-7/index.html	(from https://themeforest.unitedthemes.com/wpversions/brooklyn/demo42/)
14:48:22	524083/524083	---MCZ	200	added ('OK')	text/html	date:Mon,%2013%20May%202024%2009:18:21%20GMT	https://themeforest.unitedthemes.com/wpversions/brooklyn/demo42/page-example-6/	C:/My%20Web%20Sites/alwise/themeforest.unitedthemes.com/wpversions/brooklyn/demo42/page-example-6/index.html	(from https://themeforest.unitedthemes.com/wpversions/brooklyn/demo42/)
14:48:22	503179/503179	---MCZ	200	added ('OK')	text/html	date:Mon,%2013%20May%202024%2009:18:21%20GMT	https://themeforest.unitedthemes.com/wpversions/brooklyn/demo42/example-page-5/	C:/My%20Web%20Sites/alwise/themeforest.unitedthemes.com/wpversions/brooklyn/demo42/example-page-5/index.html	(from https://themeforest.unitedthemes.com/wpversions/brooklyn/demo42/)
14:48:22	68/68	---M--	200	added ('OK')	image/png	etag:%22660f362a-44%22	https://themeforest.unitedthemes.com/wpversions/brooklyn/demo42/wp-content/plugins/revslider/public/assets/assets/dummy.png	C:/My%20Web%20Sites/alwise/themeforest.unitedthemes.com/wpversions/brooklyn/demo42/wp-content/plugins/revslider/public/assets/assets/dummy.png	(from https://themeforest.unitedthemes.com/wpversions/brooklyn/demo42/)
14:48:23	527952/527952	---MCZ	200	added ('OK')	text/html	date:Mon,%2013%20May%202024%2009:18:21%20GMT	https://themeforest.unitedthemes.com/wpversions/brooklyn/demo42/example-page-8/	C:/My%20Web%20Sites/alwise/themeforest.unitedthemes.com/wpversions/brooklyn/demo42/example-page-8/index.html	(from https://themeforest.unitedthemes.com/wpversions/brooklyn/demo42/)
14:48:23	14440/14440	---M--	200	added ('OK')	application/javascript	etag:%22660f3607-3868%22	https://themeforest.unitedthemes.com/wpversions/brooklyn/demo42/wp-content/plugins/contact-form-7/includes/js/scripts.js?ver=5.1.6	C:/My%20Web%20Sites/alwise/themeforest.unitedthemes.com/wpversions/brooklyn/demo42/wp-content/plugins/contact-form-7/includes/js/scriptsb62d.js	(from https://themeforest.unitedthemes.com/wpversions/brooklyn/demo42/)
14:48:24	505396/505396	---MCZ	200	added ('OK')	text/html	date:Mon,%2013%20May%202024%2009:18:22%20GMT	https://themeforest.unitedthemes.com/wpversions/brooklyn/demo42/example-page-9/	C:/My%20Web%20Sites/alwise/themeforest.unitedthemes.com/wpversions/brooklyn/demo42/example-page-9/index.html	(from https://themeforest.unitedthemes.com/wpversions/brooklyn/demo42/)
14:48:24	36575/36575	---M--	200	added ('OK')	application/javascript	etag:%22660f366a-8edf%22	https://themeforest.unitedthemes.com/wpversions/brooklyn/demo42/wp-content/plugins/ut-shortcodes/js/ut.scplugin.min.js?ver=4.9.2	C:/My%20Web%20Sites/alwise/themeforest.unitedthemes.com/wpversions/brooklyn/demo42/wp-content/plugins/ut-shortcodes/js/ut.scplugin.min20fd.js	(from https://themeforest.unitedthemes.com/wpversions/brooklyn/demo42/)
14:48:24	520040/520040	---MCZ	200	added ('OK')	text/html	date:Mon,%2013%20May%202024%2009:18:23%20GMT	https://themeforest.unitedthemes.com/wpversions/brooklyn/demo42/example-page-10/	C:/My%20Web%20Sites/alwise/themeforest.unitedthemes.com/wpversions/brooklyn/demo42/example-page-10/index.html	(from https://themeforest.unitedthemes.com/wpversions/brooklyn/demo42/)
14:48:25	493632/493632	---MCZ	200	added ('OK')	text/html	date:Mon,%2013%20May%202024%2009:18:23%20GMT	https://themeforest.unitedthemes.com/wpversions/brooklyn/demo42/typography-test-page/	C:/My%20Web%20Sites/alwise/themeforest.unitedthemes.com/wpversions/brooklyn/demo42/typography-test-page/index.html	(from https://themeforest.unitedthemes.com/wpversions/brooklyn/demo42/)
14:48:25	571981/571981	---MCZ	200	added ('OK')	text/html	date:Mon,%2013%20May%202024%2009:18:23%20GMT	https://themeforest.unitedthemes.com/wpversions/brooklyn/demo42/front-page-hero-alternative/	C:/My%20Web%20Sites/alwise/themeforest.unitedthemes.com/wpversions/brooklyn/demo42/front-page-hero-alternative/index.html	(from https://themeforest.unitedthemes.com/wpversions/brooklyn/demo42/)
14:48:25	14319/14319	---M--	200	added ('OK')	application/javascript	etag:%22660f3683-37ef%22	https://themeforest.unitedthemes.com/wpversions/brooklyn/demo42/wp-content/themes/brooklyn/js/anime/anime.min.js?ver=4.9.5	C:/My%20Web%20Sites/alwise/themeforest.unitedthemes.com/wpversions/brooklyn/demo42/wp-content/themes/brooklyn/js/anime/anime.min55fe.js	(from https://themeforest.unitedthemes.com/wpversions/brooklyn/demo42/)
14:48:25	1497/1497	---M--	200	added ('OK')	application/javascript	etag:%22660f3683-5d9%22	https://themeforest.unitedthemes.com/wpversions/brooklyn/demo42/wp-content/themes/brooklyn/js/morphing/digital.min.js?ver=4.9.5	C:/My%20Web%20Sites/alwise/themeforest.unitedthemes.com/wpversions/brooklyn/demo42/wp-content/themes/brooklyn/js/morphing/digital.min55fe.js	(from https://themeforest.unitedthemes.com/wpversions/brooklyn/demo42/)
14:48:25	548922/548922	---MCZ	200	added ('OK')	text/html	date:Mon,%2013%20May%202024%2009:18:24%20GMT	https://themeforest.unitedthemes.com/wpversions/brooklyn/demo42/hello-brooklyn/	C:/My%20Web%20Sites/alwise/themeforest.unitedthemes.com/wpversions/brooklyn/demo42/hello-brooklyn/index.html	(from https://themeforest.unitedthemes.com/wpversions/brooklyn/demo42/)
14:48:26	33933/33933	---M--	200	added ('OK')	application/javascript	etag:%22660f3682-848d%22	https://themeforest.unitedthemes.com/wpversions/brooklyn/demo42/wp-content/themes/brooklyn/js/ut-init.min.js?ver=4.9.5	C:/My%20Web%20Sites/alwise/themeforest.unitedthemes.com/wpversions/brooklyn/demo42/wp-content/themes/brooklyn/js/ut-init.min55fe.js	(from https://themeforest.unitedthemes.com/wpversions/brooklyn/demo42/)
14:48:26	486486/486486	---MCZ	200	added ('OK')	text/html	date:Mon,%2013%20May%202024%2009:18:25%20GMT	https://themeforest.unitedthemes.com/wpversions/brooklyn/demo42/2018/08/	C:/My%20Web%20Sites/alwise/themeforest.unitedthemes.com/wpversions/brooklyn/demo42/2018/08/index.html	(from https://themeforest.unitedthemes.com/wpversions/brooklyn/demo42/)
14:48:26	490296/490296	---MCZ	200	added ('OK')	text/html	date:Mon,%2013%20May%202024%2009:18:25%20GMT	https://themeforest.unitedthemes.com/wpversions/brooklyn/demo42/i-want-music/	C:/My%20Web%20Sites/alwise/themeforest.unitedthemes.com/wpversions/brooklyn/demo42/i-want-music/index.html	(from https://themeforest.unitedthemes.com/wpversions/brooklyn/demo42/)
14:48:26	1399/1399	---M--	200	added ('OK')	application/javascript	etag:%22660f3719-577%22	https://themeforest.unitedthemes.com/wpversions/brooklyn/demo42/wp-includes/js/wp-embed.min.js?ver=5.3.6	C:/My%20Web%20Sites/alwise/themeforest.unitedthemes.com/wpversions/brooklyn/demo42/wp-includes/js/wp-embed.min48f5.js	(from https://themeforest.unitedthemes.com/wpversions/brooklyn/demo42/)
14:48:27	488664/488664	---MCZ	200	added ('OK')	text/html	date:Mon,%2013%20May%202024%2009:18:25%20GMT	https://themeforest.unitedthemes.com/wpversions/brooklyn/demo42/zara/	C:/My%20Web%20Sites/alwise/themeforest.unitedthemes.com/wpversions/brooklyn/demo42/zara/index.html	(from https://themeforest.unitedthemes.com/wpversions/brooklyn/demo42/)
14:48:27	16155/16155	---M--	200	added ('OK')	application/javascript	etag:%22660f360c-3f1b%22	https://themeforest.unitedthemes.com/wpversions/brooklyn/demo42/wp-content/plugins/js_composer/assets/js/dist/js_composer_front.min.js?ver=5.8	C:/My%20Web%20Sites/alwise/themeforest.unitedthemes.com/wpversions/brooklyn/demo42/wp-content/plugins/js_composer/assets/js/dist/js_composer_front.min41a3.js	(from https://themeforest.unitedthemes.com/wpversions/brooklyn/demo42/)
14:48:27	1051/1051	---M--	200	added ('OK')	application/javascript	etag:%22660f365c-41b%22	https://themeforest.unitedthemes.com/wpversions/brooklyn/demo42/wp-content/plugins/ut-portfolio/assets/js/jquery.utmasonry.min.js?ver=4.8.2	C:/My%20Web%20Sites/alwise/themeforest.unitedthemes.com/wpversions/brooklyn/demo42/wp-content/plugins/ut-portfolio/assets/js/jquery.utmasonry.min4a41.js	(from https://themeforest.unitedthemes.com/wpversions/brooklyn/demo42/)
14:48:27	15421/15421	---M--	200	added ('OK')	application/javascript	etag:%22660f365c-3c3d%22	https://themeforest.unitedthemes.com/wpversions/brooklyn/demo42/wp-content/plugins/ut-portfolio/assets/js/ut.effects.min.js?ver=4.8.2	C:/My%20Web%20Sites/alwise/themeforest.unitedthemes.com/wpversions/brooklyn/demo42/wp-content/plugins/ut-portfolio/assets/js/ut.effects.min4a41.js	(from https://themeforest.unitedthemes.com/wpversions/brooklyn/demo42/)
14:48:30	52916/52916	---MC-	200	added ('OK')	text/javascript	date:Tue,%2012%20Dec%202023%2018:09:08%20GMT	http://www.google-analytics.com/analytics.js	C:/My%20Web%20Sites/alwise/www.google-analytics.com/analytics.js	(from https://themeforest.unitedthemes.com/wpversions/brooklyn/demo42/)
14:48:30	847/847	---M--	200	added ('OK')	image/gif	etag:%22660f3607-34f%22	https://themeforest.unitedthemes.com/wpversions/brooklyn/demo42/wp-content/plugins/contact-form-7/images/ajax-loader.gif	C:/My%20Web%20Sites/alwise/themeforest.unitedthemes.com/wpversions/brooklyn/demo42/wp-content/plugins/contact-form-7/images/ajax-loader.gif	(from https://themeforest.unitedthemes.com/wpversions/brooklyn/demo42/wp-content/plugins/contact-form-7/includes/css/styles.css?ver=5.1.6)
14:48:30	12136/12136	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22660f3638-2f68%22	https://themeforest.unitedthemes.com/wpversions/brooklyn/demo42/wp-content/plugins/revslider/public/assets/fonts/revicons/revicons.eot?5510888	C:/My%20Web%20Sites/alwise/themeforest.unitedthemes.com/wpversions/brooklyn/demo42/wp-content/plugins/revslider/public/assets/fonts/revicons/revicons90c6.eot	(from https://themeforest.unitedthemes.com/wpversions/brooklyn/demo42/wp-content/plugins/revslider/public/assets/css/rs6.css?ver=6.1.8)
